Release_Date,Movie_Title,Production_Budget,Domestic_Gross,Worldwide_Gross
2008-12-25,Valkyrie,90000000,83107829,203932174
2015-07-16,Pixels,90000000,78765986,244041804
2001-06-29,Artificial Intelligence: AI,90000000,78616689,235900000
2003-11-26,The Haunted Mansion,90000000,75817994,155750628
2000-04-08,Hollow Man,90000000,73209340,191200000
2005-04-22,The Interpreter,90000000,72708161,162753837
2013-07-08,Percy Jackson: Sea of Monsters,90000000,68559554,200859554
2003-07-25,Lara Croft: Tomb Raider: The Cradle of Life,90000000,65653758,157092943
2016-05-27,Now You See Me 2,90000000,65075540,328325007
2001-11-21,Spy Game,90000000,62362560,143049560
1997-04-04,The Saint,90000000,61363304,169400000
2000-10-03,Mission to Mars,90000000,60874615,106000000
2018-06-03,Tomb Raider,90000000,58250803,273477501
1999-12-17,Bicentennial Man,90000000,58220776,87420776
2004-07-07,King Arthur,90000000,51877963,203653524
1997-04-25,Volcano,90000000,47546796,120100000
1997-03-26,The Devil's Own,90000000,42885593,140900000
2002-07-19,K-19: The Widowmaker,90000000,35168966,65716126
2011-10-21,The Three Musketeers,90000000,20377913,139877913
2017-04-21,The Promise,90000000,8224288,10551417
2010-11-24,The Nutcracker in 3D,90000000,195459,20466016
2017-12-13,Bright,90000000,0,0
2021-05-14,Army of the Dead,90000000,0,0
1996-10-05,Twister,88000000,241688385,495700000
2005-03-06,Cinderella Man,88000000,61649911,105021488
2018-11-09,The Predator,88000000,51024708,159487563
2021-07-21,Snake Eyes: G.I. Joe Origins,88000000,28264325,34666981
2005-08-07,Fantastic Four,87500000,154696080,333132750
2001-09-02,Hannibal,87000000,165092266,350100280
2003-07-25,Seabiscuit,86000000,120277854,148715342
2000-12-22,Cast Away,85000000,233632142,427230516
2006-11-17,Happy Feet,85000000,198000317,385000317
2001-07-12,Ocean's Eleven,85000000,183417150,450728529
2004-07-23,The Bourne Supremacy,85000000,176087450,311001124
1997-07-25,Air Force One,85000000,172956409,315268353
2009-02-04,Fast & Furious,85000000,155064265,359347833
2008-03-14,Horton Hears a Who,85000000,154529439,299477886
2014-03-21,Divergent,85000000,150947895,276014965
2012-09-27,Hotel Transylvania,85000000,148313048,378223189
2019-03-04,Shazam!,85000000,140371656,363664533
2007-11-21,Enchanted,85000000,127706877,340384141
2012-08-02,Safe House,85000000,126181630,207884401
2007-07-20,I Now Pronounce You Chuck and Larry,85000000,119725280,185708462
2007-08-06,Ocean's Thirteen,85000000,117144465,311744465
2009-12-25,It’s Complicated,85000000,112735375,224614744
1998-11-20,Enemy of the State,85000000,111549836,250649836
2006-09-29,Open Season,85000000,85105259,191932158
2011-04-11,Tower Heist,85000000,78046570,150422946
2000-11-22,102 Dalmatians,85000000,66941559,66941559
2012-03-15,Mirror Mirror,85000000,64935167,173613482
2006-08-12,The Holiday,85000000,63280000,204920447
2006-06-15,The Fast and the Furious: Tokyo Drift,85000000,62615510,157794205
2005-09-12,Memoirs of a Geisha,85000000,57010853,161510853
2001-03-16,Enemy at the Gates,85000000,51396781,96971293
1993-06-18,Last Action Hero,85000000,50016394,137298489
2003-09-26,The Rundown,85000000,47641743,80831893
2011-11-11,Arthur Christmas,85000000,46462469,148227995
2017-01-19,xXx: Return of Xander Cage,85000000,44898413,345033359
1998-11-13,Meet Joe Black,85000000,44650003,44650003
2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383
2002-08-02,Collateral Damage,85000000,40048332,78353508
2002-03-15,Showtime,85000000,37948765,78948765
1995-06-30,Judge Dredd,85000000,34687912,113487912
2007-02-03,Zodiac,85000000,33080084,83080084
2010-08-13,Scott Pilgrim vs. The World,85000000,32841100,49286548
2003-03-28,The Core,85000000,31111260,74120792
1997-09-05,Father's Day,85000000,28681080,35681080
2017-11-12,The Greatest Showman,84000000,174340174,433748957
2002-06-14,Scooby-Doo,84000000,153294164,276294164
2000-07-28,Nutty Professor II: The Klumps,84000000,123307945,166307945
2013-07-19,RED 2,84000000,53262560,141507355
2006-06-23,Click,82500000,137355633,237685089
2006-12-15,Charlotte\'s Web,82500000,82985708,143985708
2008-02-14,Jumper,82500000,80172128,222640812
2008-11-07,Hellboy II: The Golden Army,82500000,75986503,160388063
2005-05-27,The Longest Yard,82000000,158119460,191558505
2010-08-13,The Expendables,82000000,103068524,268268174
2020-05-02,Birds of Prey (And the Fantabulous Emancipation…,82000000,84158461,201852140
2021-01-07,The Boss Baby: Family Business,82000000,57300280,132770829
2000-11-17,The 6th Day,82000000,34543701,96024898
2003-05-23,Bruce Almighty,81000000,242704995,484468608
2012-08-03,The Hunger Games,80000000,408010692,677923379
2011-05-26,The Hangover Part II,80000000,254464305,586764305
1996-05-21,Mission: Impossible,80000000,180981886,457697994
2017-02-02,The Lego Batman Movie,80000000,175750384,310570560
2015-09-23,Hotel Transylvania 2,80000000,169700110,469831205
1992-06-18,Batman Returns,80000000,162833635,266824291
2019-05-24,The Secret Life of Pets 2,80000000,158874395,446275938
2006-05-19,Over the Hedge,80000000,155019340,343397247
2002-06-21,Lilo & Stitch,80000000,145771527,245800000
1998-08-05,Deep Impact,80000000,140464664,349464664
2013-12-07,Grown Ups 2,80000000,133668525,247023808
2011-12-14,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523
2008-06-20,Get Smart,80000000,130319208,226739416
2005-11-03,Robots,80000000,128200012,260636271
2010-02-19,Shutter Island,80000000,128012934,299461782
2003-12-12,Something's Gotta Give,80000000,124685242,266685242
2008-11-26,Four Christmases,80000000,120146040,168311558
1997-06-27,Face/Off,80000000,112276146,241200000
2008-12-25,Bedtime Stories,80000000,110101975,221468935
2002-12-07,Road to Perdition,80000000,104054514,183354514
2011-11-02,Just Go With It,80000000,103028109,214974953
2003-02-14,Daredevil,80000000,102543518,182782518
2008-09-26,Eagle Eye,80000000,101440743,180585259
1997-06-06,Con Air,80000000,101117573,224117573
2010-12-17,Yogi Bear,80000000,100246011,204774690
2003-12-25,Cold Mountain,80000000,95632614,165173909
2010-01-15,The Book of Eli,80000000,94835059,158750817
1997-11-26,Flubber,80000000,92993801,177993801
1999-07-23,The Haunting,80000000,91188905,180188905
1996-11-15,Space Jam,80000000,90463534,250180384
2014-10-17,Fury,80000000,85817906,210315681
2018-09-21,Smallfoot,80000000,83240103,213682073
2006-10-02,The Pink Panther,80000000,82226474,158926474
2011-08-07,Zookeeper,80000000,80360866,170805525
2008-12-12,The Day the Earth Stood Still,80000000,79366978,237370350
1997-08-08,Conspiracy Theory,80000000,76118990,142783718
1998-12-06,Six Days Seven Nights,80000000,74339294,164800000
2002-05-24,Spirit: Stallion of the Cimarron,80000000,73215310,106515310
2001-08-06,Swordfish,80000000,69772969,147080413
1999-12-31,Fantasia 2000 (Theatrical Release),80000000,69610858,69618634
1998-03-04,Lost In Space,80000000,69117629,136047317
2004-07-30,The Manchurian Candidate,80000000,65948711,96135872
2006-11-22,Déjà Vu,80000000,64038616,181038616
2005-06-24,Bewitched,80000000,63313159,131159306
2006-12-22,The Good Shepherd,80000000,59908565,100378271
2002-08-03,The Time Machine,80000000,56684819,98983590
1998-02-10,What Dreams May Come,80000000,55485043,71485043
1998-12-25,Mighty Joe Young,80000000,50632037,50632037
2019-09-19,Ad Astra,80000000,50188370,135432019
2005-10-28,The Legend of Zorro,80000000,45575336,141475336
2000-10-11,Little Nicky,80000000,39442871,58270391
2009-09-25,Surrogates,80000000,38577772,119668350
2001-08-06,Evolution,80000000,38311134,98341932
2005-08-26,The Brothers Grimm,80000000,37899638,105299638
1996-12-13,Mars Attacks!,80000000,37771017,101371017
2006-04-14,The Wild,80000000,37384046,99010667
2013-12-20,Walking with Dinosaurs,80000000,36076121,123368842
2000-12-22,Thirteen Days,80000000,34566746,66554547
1996-06-12,Daylight,80000000,32908290,158908290
2015-10-21,The Last Witch Hunter,80000000,27367660,130818912
2014-02-21,Pompeii,80000000,23169033,108469033
2000-12-05,Battlefield Earth: A Saga of the Year 3000,80000000,21471685,29725663
2003-11-14,Looney Tunes: Back in Action,80000000,20950820,54540662
2009-12-18,Nine,80000000,19676965,56984219
2003-11-26,Timeline,80000000,19480739,26703184
2010-04-22,Oceans,80000000,19422319,86787530
1998-11-25,Babe: Pig in the City,80000000,18319860,69131860
1997-12-25,The Postman,80000000,17650704,20841123
2000-10-11,Red Planet,80000000,17480890,33463969
2007-12-01,Arthur et les Minimoys,80000000,15132763,113325743
2007-08-17,The Invasion,80000000,15074191,40147042
2005-02-09,A Sound of Thunder,80000000,1900451,6300451
2019-01-11,The Aeronauts,80000000,0,6628720
2012-02-02,Journey 2: The Mysterious Island,79000000,103860290,318146162
2011-11-11,Jack and Jill,79000000,74158157,150519217
2001-12-21,A Beautiful Mind,78000000,170708996,317668058
2013-09-26,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649
2002-04-10,Red Dragon,78000000,92955420,206455420
2004-05-03,Hidalgo,78000000,67286731,108086731
2003-11-07,The League of Extraordinary Gentlemen,78000000,66465204,179265204
2004-08-20,Exorcist: The Beginning,78000000,41814863,43957541
2012-10-17,Astérix et Obélix: Au service de Sa Majesté,77600000,0,60680125
2015-07-29,The Little Prince,77500000,1311213,102028919
2017-01-09,Renegades,77500000,0,1521672
2018-07-18,The Equalizer 2,77000000,102084362,190376181
2013-06-26,Despicable Me 2,76000000,368065385,975216835
2003-06-06,2 Fast 2 Furious,76000000,127120058,236410607
2006-12-25,Children of Men,76000000,35552383,69845011
2000-06-30,The Adventures of Rocky & Bullwinkle,76000000,26000610,35129610
2016-08-05,The Secret Life of Pets,75000000,368384330,885302500
1996-02-07,Independence Day,75000000,306169255,817400878
2018-07-11,Dr. Seuss’ The Grinch,75000000,270834950,514602427
2016-11-24,Sing,75000000,270329045,632483611
2017-06-14,Despicable Me 3,75000000,264624300,1032596894
1997-05-22,The Lost World: Jurassic Park,75000000,229086679,618638999
2006-03-31,Ice Age: The Meltdown,75000000,195330621,651899282
2005-05-27,Madagascar,75000000,193595521,556559566
2010-06-25,Grown Ups,75000000,162001186,272223000
2004-09-20,Shark Tale,75000000,161412000,371741123
2000-07-14,X-Men,75000000,157299717,296872367
2008-06-27,Wanted,75000000,134508551,342416460
1996-07-06,The Rock,75000000,134069511,336069511
2004-02-13,50 First Dates,75000000,120776832,196320329
2018-07-18,Mamma Mia: Here We Go Again!,75000000,120634935,399228127
2007-07-20,Hairspray,75000000,118871849,202822861
2013-05-31,Now You See Me,75000000,117723989,342769200
2021-11-18,Ghostbusters: Afterlife,75000000,103673364,146405652
2006-12-15,Dreamgirls,75000000,103365956,155620350
2018-03-08,Christopher Robin,75000000,99215042,197744377
1999-07-23,Inspector Gadget,75000000,97387965,97387965
2011-11-11,Immortals,75000000,83504017,211562435
2004-06-18,The Terminal,75000000,77073959,218673959
2005-02-18,Constantine,75000000,75976178,221593554
2006-07-21,Monster House,75000000,73661010,141267370
2000-08-12,Vertical Limit,75000000,68473360,213500000
2007-12-21,Charlie Wilson’s War,75000000,66661095,119512771
2019-09-19,Abominable,75000000,60761390,188659191
2005-04-03,Be Cool,75000000,55849401,94944017
2005-12-23,Munich,75000000,47379090,131492772
2010-04-06,Killers,75000000,47059963,95572749
2015-12-08,The Man From U.N.C.L.E.,75000000,45445109,108517735
2003-07-03,Tears of the Sun,75000000,43632458,85632458
2006-07-21,Lady in the Water,75000000,42285169,72785169
2004-12-17,Spanglish,75000000,42044321,54344321
2001-12-10,Bandits,75000000,41523271,71523271
1999-12-17,Anna and the King,75000000,39251128,39251128
1995-07-07,First Knight,75000000,37361412,127361412
2011-03-25,Sucker Punch,75000000,36392502,89758389
2005-11-03,Hostage,75000000,34636443,77636443
2016-05-10,Inferno,75000000,34343574,219519367
2003-06-13,Hollywood Homicide,75000000,30207785,50409753
2000-06-16,Titan A.E.,75000000,22751979,36751979
2004-12-17,Flight of the Phoenix,75000000,21009180,34009180
1998-10-23,Soldier,75000000,14623082,14623082
1999-01-15,Virus,75000000,14010690,30626690
2001-02-23,Monkeybone,75000000,5409517,5409517
2019-07-08,PLAYMOBIL,75000000,1115008,16288031
2022-06-01,The 355,75000000,0,0
2015-06-17,Minions,74000000,336045770,1159631140
2015-01-28,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181
2000-11-22,Unbreakable,73243106,94999143,248099143
2006-04-08,Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,162870525
2016-11-05,The Angry Birds Movie,73000000,107509366,352327887
1998-07-08,Snake Eyes,73000000,55591409,103891409
1998-02-13,Sphere,73000000,37068294,50168294
2007-07-26,The Simpsons Movie,72500000,183135014,527071022
2008-08-02,Fool’s Gold,72500000,70231041,109362966
2009-07-31,Funny People,72500000,51855045,71880305
2007-09-28,The Kingdom,72500000,47467250,86802457
2001-06-22,Dr. Dolittle 2,72000000,112950721,176101721
1995-05-24,Braveheart,72000000,75545647,209045244
2005-04-11,Jarhead,72000000,62647540,96947540
2001-04-27,Driven,72000000,32616869,54616869
2001-12-21,The Majestic,72000000,27796042,37306334
2004-06-25,Two Brothers,72000000,19176754,62176754
2004-07-30,The Village,71682975,114197520,257641634
1998-06-26,Doctor Dolittle,71500000,144156605,294156605
2002-02-08,Signs,70702619,227969295,408250578
2004-05-19,Shrek 2,70000000,441226247,935253978
2006-01-05,Cars,70000000,244082982,461630558
2009-12-23,Alvin and the Chipmunks: The Squeakquel,70000000,219614612,443483213
2019-04-09,It: Chapter Two,70000000,211593228,469566806
1988-06-22,Who Framed Roger Rabbit?,70000000,154112492,351500000
1999-07-30,Runaway Bride,70000000,152257509,310138178
2002-09-08,xXx,70000000,141930000,267200000
2018-08-06,Ocean’s 8,70000000,140218711,297718711
1996-08-11,Ransom,70000000,136492681,308700000
2009-08-21,Inglourious Basterds,70000000,120774594,316915264
1991-11-12,Hook,70000000,119654823,300854823
1990-03-07,Die Hard 2,70000000,117323878,239813888
2003-08-08,S.W.A.T.,70000000,116877597,207154748
2017-10-11,Daddy’s Home 2,70000000,104029443,175807183
1999-11-19,Sleepy Hollow,70000000,101068340,207068340
2001-12-14,Vanilla Sky,70000000,100614858,202726605
2013-03-20,Olympus Has Fallen,70000000,98927592,172878928
2011-11-03,Battle: Los Angeles,70000000,83552429,213463976
2004-08-13,AVP: Alien Vs. Predator,70000000,80281096,172543519
2011-12-25,War Horse,70000000,79883359,156815529
2002-01-03,We Were Soldiers,70000000,78120196,114658262
2014-07-02,The Monuments Men,70000000,78031620,158702748
2016-09-22,Storks,70000000,72679278,183353431
1998-11-12,Star Trek: Insurrection,70000000,70187658,117800000
2003-10-12,Big Fish,70000000,66432867,123954323
1994-06-17,Wolf,70000000,65011757,131011757
2012-01-20,Underworld: Awakening,70000000,62321039,160379930
2017-09-15,The Lego Ninjago Movie,70000000,59281555,122737201
2014-01-10,Dracula Untold,70000000,55991880,220241723
2006-09-29,The Guardian,70000000,55011732,94973540
1989-09-08,The Abyss,70000000,54243125,54243441
2010-09-24,Wall Street 2: Money Never Sleeps,70000000,52474616,137431619
2011-01-14,The Dilemma,70000000,48475290,70546865
2005-12-25,Rumor Has It,70000000,42996140,88933562
1998-06-11,The Siege,70000000,40934175,116625798
2007-10-08,Stardust,70000000,38634938,137022245
2012-06-13,Rock of Ages,70000000,38518613,61031932
2021-11-06,The Hitman’s Wife’s Bodyguard,70000000,38014727,67394555
1997-08-10,Seven Years in Tibet,70000000,37945884,131445884
2004-09-17,Sky Captain and the World of Tomorrow,70000000,37760080,49730854
2007-09-14,The Brave One,70000000,36793804,69792704
2002-01-11,I Spy,70000000,33561137,60279822
2002-07-06,Bad Company,70000000,30157016,69157016
2005-10-21,Doom,70000000,28212337,58757178
2016-01-27,The Finest Hours,70000000,27569558,49252761
2013-10-10,Escape Plan,70000000,25135965,103735965
2011-09-23,Killer Elite,70000000,25124986,65409046
1998-01-16,Hard Rain,70000000,19870567,19870567
2002-02-15,Hart's War,70000000,19076815,33076815
2002-08-02,Rollerball,70000000,18990542,25852508
2014-10-01,The Legend of Hercules,70000000,18848538,58953319
2007-04-27,Next,70000000,18211013,73591500
2002-09-20,Ballistic: Ecks vs. Sever,70000000,14294842,14294842
2001-10-08,Osmosis Jones,70000000,13596911,13596911
2014-09-05,Legends of Oz: Dorothy’s Return,70000000,8462347,20107933
2015-01-16,Blackhat,70000000,8005980,19665004
2006-03-31,Basic Instinct 2,70000000,5946136,35417162
2010-05-28,Agora,70000000,619423,38992292
,b,70000000,0,0
2010-09-07,Despicable Me,69000000,251513985,543464573
2010-07-30,Dinner for Schmucks,69000000,73026337,86796502
2018-02-28,Red Sparrow,69000000,46874505,145951861
2010-06-30,The Twilight Saga: Eclipse,68000000,300531751,706102828
